launch_id,date,year,month,rocket,launch_site,country,operator,mission_type,orbit,payload_mass_kg,n_payloads,launch_success,failure_mode,crewed,crew_size,booster_reused,launch_cost_m_usd,rocket_era,rocket_type
SL003436,1996-12-07,1996,12,Rokot,Plesetsk Cosmodrome,Russia,Khrunichev,Earth Observation,LEO,182,1,1,,0,0,0,45.9,Post-Soviet,orbital
SL003437,1982-04-28,1982,4,Juno I,Mahia Peninsula LC-1,USA,Army,IoT/Cubesat,SSO,2,1,1,,0,0,0,,Cold War,orbital
SL003438,1982-08-10,1982,8,Jupiter-C,Cape Canaveral SLC-41,USA,Army,Astronomy,SSO,1,1,1,,0,0,0,,Cold War,suborbital
SL003439,1960-09-26,1960,9,Sputnik (R-7),Plesetsk Cosmodrome,USSR,OKB-1,Scientific,SSO,249,1,1,,0,0,0,,Cold War,orbital
SL003440,1999-10-24,1999,10,Thor-Delta,SpaceX Starbase (Boca Chica),USA,NASA,Commercial Satellite,LEO,112,1,0,engine failure,0,0,0,,Cold War,orbital
SL003441,1979-05-27,1979,5,Cosmos-3M,Plesetsk Cosmodrome,USSR,PO Polyot,Defense/Intelligence,SSO,184,1,1,,0,0,0,,Cold War,orbital
SL003442,1974-05-08,1974,5,Atlas-Centaur,Mahia Peninsula LC-1,USA,GD,Navigation/GPS,MEO,1390,1,1,,0,0,0,,Cold War,orbital
SL003443,1964-07-08,1964,7,Voskhod,Kapustin Yar,USSR,OKB-1,Human Spaceflight,LEO,660,1,1,,1,7,0,,Cold War,orbital
SL003444,1984-08-14,1984,8,Sputnik (R-7),Baikonur Cosmodrome,USSR,OKB-1,Navigation/GPS,MEO,68,1,0,software,0,0,0,,Cold War,orbital
SL003445,2021-06-25,2021,6,Atlas-Centaur,Wallops Flight Facility,USA,GD,Space Station Module,ISS,758,1,1,,0,0,0,,Cold War,orbital
SL003446,1983-04-16,1983,4,Ariane 1,Kourou ELS (Vega),Europe,CNES,Space Station Module,ISS,631,1,1,,0,0,0,,Cold War,orbital
SL003447,2007-02-05,2007,2,Titan III,Cape Canaveral SLC-40,USA,USAF,Astronomy,LEO,1534,1,1,,0,0,0,,Cold War,orbital
SL003448,2013-11-05,2013,11,Thor-Delta,Vandenberg SFB SLC-4E,USA,NASA,Rideshare,SSO,90,1,1,,0,0,0,,Cold War,orbital
SL003449,1982-02-01,1982,2,Juno I,Cape Canaveral SLC-41,USA,Army,Technology Demonstration,GTO,1,1,1,,0,0,0,,Cold War,orbital
SL003450,2018-11-26,2018,11,Delta II,Mahia Peninsula LC-1,USA,Boeing,Astronomy,LEO,617,1,1,,0,0,0,59.9,Modern,orbital
SL003451,2009-02-21,2009,2,Soyuz-2.1b,Plesetsk Cosmodrome,Russia,TsSKB,Interplanetary,Interplanetary,1583,1,1,,0,0,0,55.0,Modern,orbital
SL003452,1996-04-07,1996,4,Delta II,SpaceX Starbase (Boca Chica),USA,Boeing,Scientific,LEO,725,1,1,,0,0,0,45.1,Modern,orbital
SL003453,1959-05-14,1959,5,Juno I,SpaceX Starbase (Boca Chica),USA,Army,Scientific,SSO,1,1,1,,0,0,0,,Cold War,orbital
SL003454,1964-04-18,1964,4,Vostok-K,Kapustin Yar,USSR,OKB-1,Scientific,SSO,1227,1,1,,0,0,0,,Cold War,orbital
SL003455,2024-10-02,2024,10,Long March 3B,Taiyuan Satellite Launch,China,CASC,Communications,GTO,1791,1,1,,0,0,0,75.2,Modern,orbital
SL003456,2015-03-20,2015,3,Titan II GLV,Wallops Flight Facility,USA,USAF,Rideshare,SSO,848,1,1,,0,0,0,,Cold War,orbital
SL003457,2023-09-28,2023,9,Long March 5,Xichang Satellite Launch,China,CASC,IoT/Cubesat,SSO,6699,30,1,,0,0,0,157.7,Modern,heavy
SL003458,2022-09-09,2022,9,Titan III,Wallops Flight Facility,USA,USAF,Human Spaceflight,ISS,3033,1,1,,1,1,0,,Cold War,orbital
SL003459,1962-08-25,1962,8,Vostok-K,Baikonur Cosmodrome,USSR,OKB-1,Scientific,GTO,604,1,1,,0,0,0,,Cold War,orbital
SL003460,2016-08-11,2016,8,Pegasus XL,Kennedy Space Center LC-39A,Other,Orbital Sciences,Rideshare,LEO,25,1,1,,0,0,0,40.7,Post-Cold War,air-launch
SL003461,1989-12-21,1989,12,Titan II GLV,Cape Canaveral SLC-40,USA,USAF,Weather,LEO,843,1,1,,0,0,0,,Cold War,orbital
SL003462,2016-05-07,2016,5,Titan III,Kennedy Space Center LC-39A,USA,USAF,IoT/Cubesat,LEO,5233,1,1,,0,0,0,,Cold War,orbital
SL003463,1960-12-12,1960,12,Sputnik (R-7),Baikonur Cosmodrome,USSR,OKB-1,Scientific,SSO,85,1,0,upper stage failure,0,0,0,,Cold War,orbital
SL003464,1980-11-23,1980,11,Vanguard,Cape Canaveral SLC-41,USA,NRL,Space Telescope,HEO,2,1,0,engine failure,0,0,0,,Cold War,orbital
SL003465,2013-06-15,2013,6,GSLV Mk II,Satish Dhawan Space Centre,India,ISRO,Commercial Satellite,GEO,1005,1,1,,0,0,0,50.7,Modern,orbital
SL003466,2016-07-09,2016,7,Long March 2F,Jiuquan Satellite Launch,China,CASC,Weather,GEO,936,1,1,,0,0,0,,Modern,crewed
SL003467,2001-09-10,2001,9,Diamant,Kourou ELA-4 (Ariane 6),Europe,CNES,Space Station Resupply,ISS,8,1,1,,0,0,0,,Cold War,orbital
SL003468,1981-11-05,1981,11,Mu-4S,Uchinoura Space Center,Japan,ISAS,Communications,GEO,16,1,1,,0,0,0,,Cold War,orbital
SL003469,1981-06-18,1981,6,Cyclone-2,Plesetsk Cosmodrome,USSR,Yuzhnoye,IoT/Cubesat,LEO,759,1,1,,0,0,0,,Cold War,orbital
SL003470,2024-12-16,2024,12,Delta II,Kennedy Space Center LC-39A,USA,Boeing,Space Telescope,SSO,563,1,1,,0,0,0,45.7,Modern,orbital
SL003471,1988-05-03,1988,5,Proton-K,Baikonur Cosmodrome,USSR,Khrunichev,Military Reconnaissance,LEO,3273,1,1,,0,0,0,,Cold War,orbital
SL003472,1988-10-26,1988,10,Voskhod,Baikonur Cosmodrome,USSR,OKB-1,Space Telescope,SSO,992,1,1,,0,0,0,,Cold War,orbital
SL003473,1996-07-25,1996,7,Jupiter-C,SpaceX Starbase (Boca Chica),USA,Army,Human Spaceflight,LEO,3,1,0,structural failure,1,6,0,,Cold War,suborbital
SL003474,1987-02-11,1987,2,Voskhod,Kapustin Yar,USSR,OKB-1,Rideshare,LEO,1003,1,0,upper stage failure,0,0,0,,Cold War,orbital
SL003475,1996-08-09,1996,8,Rokot,Baikonur Cosmodrome,Russia,Khrunichev,Weather,GEO,657,1,1,,0,0,0,41.3,Post-Soviet,orbital
SL003476,1988-03-07,1988,3,Sputnik (R-7),Kapustin Yar,USSR,OKB-1,Interplanetary,TLI,249,1,0,upper stage failure,0,0,0,,Cold War,orbital
SL003477,2018-04-07,2018,4,Long March 2C,Xichang Satellite Launch,China,CASC,Rideshare,SSO,538,37,1,,0,0,0,17.5,Modern,orbital
SL003478,2022-10-26,2022,10,Hyperbola-1,Taiyuan Satellite Launch,China,iSpace,Space Station Resupply,LEO,57,1,1,,0,0,0,,New Space,small-sat
SL003479,2023-05-19,2023,5,H3,Tanegashima Space Center,Japan,JAXA,IoT/Cubesat,LEO,1715,6,0,engine failure,0,0,0,50.0,New Space,orbital
SL003480,1997-03-08,1997,3,Scout,Cape Canaveral SLC-40,USA,LTV,Space Station Resupply,LEO,42,1,1,,0,0,0,,Cold War,orbital
SL003481,1988-04-03,1988,4,Zenit-2,Plesetsk Cosmodrome,USSR,Yuzhnoye,Space Telescope,GTO,1314,1,1,,0,0,0,,Cold War,orbital
SL003482,2010-03-20,2010,3,Proton-M,Baikonur Cosmodrome,Russia,Khrunichev,Space Station Resupply,ISS,3182,1,0,engine failure,0,0,0,98.6,Modern,orbital
SL003483,2019-11-16,2019,11,Juno I,Cape Canaveral SLC-41,USA,Army,Space Telescope,GTO,1,1,0,guidance failure,0,0,0,,Cold War,orbital
SL003484,1996-04-18,1996,4,Saturn IB,Mahia Peninsula LC-1,USA,NASA,Defense/Intelligence,LEO,4075,1,1,,0,0,0,,Cold War,orbital
SL003485,2009-03-11,2009,3,Rokot,Baikonur Cosmodrome,Russia,Khrunichev,Scientific,LEO,167,1,1,,0,0,0,40.6,Post-Soviet,orbital
SL003486,2013-11-04,2013,11,Proton-M,Baikonur Cosmodrome,Russia,Khrunichev,Human Spaceflight,ISS,4564,1,1,,1,7,0,93.3,Modern,orbital
SL003487,2007-11-26,2007,11,Titan III,Kennedy Space Center LC-39A,USA,USAF,Communications,GEO,1152,1,1,,0,0,0,,Cold War,orbital
SL003488,2013-08-25,2013,8,Vanguard,Wenchang Space Launch,Other,NRL,Navigation/GPS,GEO,1,1,1,,0,0,0,,Cold War,orbital
SL003489,1975-10-13,1975,10,Sputnik (R-7),Baikonur Cosmodrome,USSR,OKB-1,Defense/Intelligence,GEO,96,1,0,upper stage failure,0,0,0,,Cold War,orbital
SL003490,1992-12-26,1992,12,Long March 1,Xichang Satellite Launch,China,CASC,Earth Observation,LEO,55,1,1,,0,0,0,,Cold War,orbital
SL003491,1998-04-28,1998,4,Rokot,Baikonur Cosmodrome,Russia,Khrunichev,Military Reconnaissance,SSO,792,1,1,,0,0,0,41.0,Post-Soviet,orbital
SL003492,1960-07-09,1960,7,Vostok-K,Kapustin Yar,USSR,OKB-1,Human Spaceflight,ISS,482,1,1,,1,3,0,,Cold War,orbital
SL003493,2020-08-28,2020,8,Ceres-1,Xichang Satellite Launch,China,Galactic Energy,Earth Observation,SSO,93,1,1,,0,0,0,,New Space,small-sat
SL003494,2000-11-27,2000,11,Rokot,Baikonur Cosmodrome,Russia,Khrunichev,Astronomy,GEO,713,1,0,engine failure,0,0,0,41.5,Post-Soviet,orbital
SL003495,1970-05-23,1970,5,Atlas-Centaur,Vandenberg SFB SLC-4E,USA,GD,Communications,GTO,1249,1,1,,0,0,0,,Cold War,orbital
SL003496,2018-01-20,2018,1,Titan III,Cape Canaveral SLC-40,USA,USAF,Defense/Intelligence,LEO,2337,1,1,,0,0,0,,Cold War,orbital
SL003497,2011-08-13,2011,8,ASLV,Satish Dhawan Space Centre,India,ISRO,Weather,LEO,32,1,1,,0,0,0,,Cold War,orbital
SL003498,2014-07-20,2014,7,Proton-M,Plesetsk Cosmodrome,Russia,Khrunichev,IoT/Cubesat,LEO,9893,1,1,,0,0,0,85.6,Modern,orbital
SL003499,1986-09-08,1986,9,Voskhod,Plesetsk Cosmodrome,USSR,OKB-1,Earth Observation,LEO,1686,1,1,,0,0,0,,Cold War,orbital
SL003500,2020-11-27,2020,11,Space Shuttle,Cape Canaveral SLC-40,USA,NASA,Space Station Resupply,LEO,3903,1,1,,0,0,0,1743.3,Cold War,orbital
SL003501,1987-01-04,1987,1,Thor-Delta,Cape Canaveral SLC-41,USA,NASA,Interplanetary,TLI,28,1,1,,0,0,0,,Cold War,orbital
SL003502,1997-01-03,1997,1,Titan III,Vandenberg SFB SLC-4E,USA,USAF,Astronomy,SSO,5258,1,1,,0,0,0,,Cold War,orbital
SL003503,1958-03-14,1958,3,Sputnik (R-7),Baikonur Cosmodrome,USSR,OKB-1,Human Spaceflight,LEO,207,1,1,,1,1,0,,Cold War,orbital
SL003504,2004-09-25,2004,9,SLV,Satish Dhawan Space Centre,India,ISRO,Space Telescope,GEO,13,1,0,engine failure,0,0,0,,Cold War,orbital
SL003505,2011-05-27,2011,5,Long March 1,Xichang Satellite Launch,China,CASC,Astronomy,GEO,69,1,0,upper stage failure,0,0,0,,Cold War,orbital
SL003506,1997-10-13,1997,10,Rokot,Plesetsk Cosmodrome,Russia,Khrunichev,Human Spaceflight,ISS,699,1,1,,1,2,0,40.0,Post-Soviet,orbital
SL003507,1992-06-15,1992,6,Soyuz-FG,Plesetsk Cosmodrome,Russia,TsSKB,Lunar,Interplanetary,1540,1,1,,0,0,0,81.3,Modern,orbital
SL003508,2017-07-14,2017,7,Long March 2C,Xichang Satellite Launch,China,CASC,Scientific,SSO,450,1,1,,0,0,0,18.1,Modern,orbital
SL003509,2008-06-12,2008,6,Long March 2C,Xichang Satellite Launch,China,CASC,Earth Observation,GEO,550,1,1,,0,0,0,20.7,Modern,orbital
SL003510,1980-03-01,1980,3,Thor-Delta,Kennedy Space Center LC-39A,USA,NASA,Interplanetary,TLI,93,1,1,,0,0,0,,Cold War,orbital
SL003511,2023-02-14,2023,2,Falcon Heavy,Kennedy Space Center LC-39A,USA,SpaceX,Space Telescope,GTO,14908,1,1,,0,0,1,83.5,New Space,orbital
SL003512,2010-09-17,2010,9,Long March 2F,Wenchang Space Launch,China,CASC,Defense/Intelligence,HEO,872,1,1,,0,0,0,,Modern,crewed
SL003513,2024-10-01,2024,10,Falcon 1,SpaceX Starbase (Boca Chica),USA,SpaceX,Earth Observation,LEO,100,1,1,,0,0,0,7.0,New Space,orbital
SL003514,2024-01-24,2024,1,H-IIA,Tanegashima Space Center,Japan,JAXA,Human Spaceflight,ISS,2505,1,1,,1,1,0,103.2,Modern,orbital
SL003515,2022-08-02,2022,8,Delta II,SpaceX Starbase (Boca Chica),USA,Boeing,Space Station Resupply,LEO,2042,1,1,,0,0,0,58.1,Modern,orbital
SL003516,2013-05-03,2013,5,Soyuz-2.1a,Baikonur Cosmodrome,Russia,TsSKB,Scientific,SSO,983,1,1,,0,0,0,42.5,Modern,orbital
SL003517,2000-11-18,2000,11,Ariane 4,Kourou ELA-4 (Ariane 6),Europe,Arianespace,Astronomy,LEO,1364,1,1,,0,0,0,,Post-Cold War,orbital
SL003518,1973-06-01,1973,6,Soyuz-U,Plesetsk Cosmodrome,USSR,TsSKB,Scientific,SSO,1729,1,1,,0,0,0,41.9,Cold War,orbital
SL003519,1995-08-27,1995,8,Long March 2C,Jiuquan Satellite Launch,China,CASC,Interplanetary,TLI,1102,1,1,,0,0,0,22.7,Modern,orbital
SL003520,2014-04-02,2014,4,Thor-Delta,SpaceX Starbase (Boca Chica),USA,NASA,Navigation/GPS,MEO,74,1,1,,0,0,0,,Cold War,orbital
SL003521,1993-07-18,1993,7,Juno I,Mahia Peninsula LC-1,USA,Army,Space Telescope,SSO,6,1,0,guidance failure,0,0,0,,Cold War,orbital
SL003522,2020-04-23,2020,4,H-IIB,Uchinoura Space Center,Japan,JAXA,Defense/Intelligence,LEO,4147,1,1,,0,0,0,112.3,Modern,orbital
SL003523,1969-12-27,1969,12,Jupiter-C,Mahia Peninsula LC-1,USA,Army,Defense/Intelligence,SSO,1,1,1,,0,0,0,,Cold War,suborbital
SL003524,1985-02-01,1985,2,Proton-K,Plesetsk Cosmodrome,USSR,Khrunichev,Military Reconnaissance,GEO,4020,1,1,,0,0,0,,Cold War,orbital
SL003525,1992-06-02,1992,6,Ariane 4,Kourou ELA-4 (Ariane 6),Europe,Arianespace,Astronomy,GTO,1111,1,1,,0,0,0,,Post-Cold War,orbital
SL003526,1988-09-03,1988,9,Space Shuttle,Cape Canaveral SLC-40,USA,NASA,Rideshare,SSO,5596,1,1,,0,0,0,1581.9,Cold War,orbital
SL003527,1969-08-24,1969,8,Vostok-K,Kapustin Yar,USSR,OKB-1,Communications,GTO,1053,1,0,guidance failure,0,0,0,,Cold War,orbital
SL003528,1972-04-03,1972,4,Saturn IB,Wallops Flight Facility,USA,NASA,Communications,LEO,3014,1,1,,0,0,0,,Cold War,orbital
SL003529,2019-07-05,2019,7,Soyuz-FG,Plesetsk Cosmodrome,Russia,TsSKB,Technology Demonstration,LEO,1133,1,1,,0,0,0,80.6,Modern,orbital
SL003530,1991-07-11,1991,7,Rokot,Plesetsk Cosmodrome,Russia,Khrunichev,Military Reconnaissance,LEO,688,1,1,,0,0,0,37.5,Post-Soviet,orbital
SL003531,1965-05-09,1965,5,Titan II GLV,Wallops Flight Facility,USA,USAF,Scientific,SSO,1255,1,0,guidance failure,0,0,0,,Cold War,orbital
SL003532,1961-06-18,1961,6,Vostok-K,Plesetsk Cosmodrome,USSR,OKB-1,Scientific,LEO,1667,1,0,engine failure,0,0,0,,Cold War,orbital
SL003533,1990-01-11,1990,1,Cyclone-2,Baikonur Cosmodrome,USSR,Yuzhnoye,Defense/Intelligence,LEO,415,1,1,,0,0,0,,Cold War,orbital
SL003534,1972-10-28,1972,10,Voskhod,Plesetsk Cosmodrome,USSR,OKB-1,Scientific,LEO,1283,1,0,engine failure,0,0,0,,Cold War,orbital
SL003535,2010-08-13,2010,8,Long March 2D,Xichang Satellite Launch,China,CASC,Communications,LEO,550,1,1,,0,0,0,24.2,Modern,orbital
SL003536,2016-02-20,2016,2,Long March 2F,Jiuquan Satellite Launch,China,CASC,Communications,GTO,991,1,1,,0,0,0,,Modern,crewed
SL003537,1976-12-19,1976,12,Cosmos-3M,Baikonur Cosmodrome,USSR,PO Polyot,Defense/Intelligence,SSO,575,1,1,,0,0,0,,Cold War,orbital
SL003538,1999-05-23,1999,5,Titan II GLV,Wallops Flight Facility,USA,USAF,Communications,GEO,629,1,1,,0,0,0,,Cold War,orbital
SL003539,1972-10-16,1972,10,Titan II GLV,Wallops Flight Facility,USA,USAF,Communications,GEO,1504,1,1,,0,0,0,,Cold War,orbital
SL003540,1981-03-23,1981,3,Vostok-K,Kapustin Yar,USSR,OKB-1,Navigation/GPS,MEO,1532,1,1,,0,0,0,,Cold War,orbital
SL003541,2021-02-02,2021,2,Long March 4B,Xichang Satellite Launch,China,CASC,Space Telescope,LEO,2095,1,1,,0,0,0,24.1,Modern,orbital
SL003542,1995-06-11,1995,6,Titan II GLV,Vandenberg SFB SLC-4E,USA,USAF,Space Station Module,ISS,849,1,1,,0,0,0,,Cold War,orbital
SL003543,2021-12-22,2021,12,Long March 3B,Wenchang Space Launch,Other,CASC,Lunar,Interplanetary,1747,1,1,,0,0,0,91.7,Modern,orbital
SL003544,1976-07-21,1976,7,Long March 1,Taiyuan Satellite Launch,China,CASC,Communications,GEO,63,1,1,,0,0,0,,Cold War,orbital
SL003545,1982-08-14,1982,8,Cosmos-3M,Kapustin Yar,USSR,PO Polyot,Technology Demonstration,SSO,720,1,1,,0,0,0,,Cold War,orbital
SL003546,1990-03-05,1990,3,Sputnik (R-7),Kapustin Yar,USSR,OKB-1,Military Reconnaissance,GTO,86,1,1,,0,0,0,,Cold War,orbital
SL003547,1990-10-04,1990,10,Long March 1,Jiuquan Satellite Launch,China,CASC,Scientific,LEO,35,1,1,,0,0,0,,Cold War,orbital
SL003548,2024-12-02,2024,12,Ariane 6,Guiana Space Centre ELA-3,Europe,Arianespace,Space Telescope,SSO,2456,1,1,,0,0,0,135.8,New Space,orbital
SL003549,1969-07-02,1969,7,Thor-Delta,Cape Canaveral SLC-40,USA,NASA,Defense/Intelligence,GEO,78,1,0,engine failure,0,0,0,,Cold War,orbital
SL003550,2020-06-12,2020,6,Zenit-2,Uchinoura Space Center,Other,Yuzhnoye,Rideshare,SSO,1451,18,1,,0,0,0,,Cold War,orbital
SL003551,2020-03-24,2020,3,Taurus,Kennedy Space Center LC-39A,USA,Orbital Sciences,Space Telescope,LEO,177,1,1,,0,0,0,41.2,Post-Cold War,orbital
SL003552,1996-11-12,1996,11,Long March 2D,Wenchang Space Launch,China,CASC,Technology Demonstration,LEO,457,1,1,,0,0,0,19.2,Modern,orbital
SL003553,1983-12-03,1983,12,Thor-Delta,SpaceX Starbase (Boca Chica),USA,NASA,Interplanetary,Interplanetary,51,1,1,,0,0,0,,Cold War,orbital
SL003554,1993-02-25,1993,2,Saturn IB,Vandenberg SFB SLC-4E,USA,NASA,Defense/Intelligence,LEO,6447,1,1,,0,0,0,,Cold War,orbital
SL003555,1980-10-26,1980,10,SLV,Taiyuan Satellite Launch,Other,ISRO,Commercial Satellite,LEO,8,1,1,,0,0,0,,Cold War,orbital
SL003556,2016-12-22,2016,12,Lambda 4S,Tanegashima Space Center,Japan,ISAS,Rideshare,SSO,5,1,1,,0,0,0,,Cold War,orbital
SL003557,1992-04-13,1992,4,Saturn V,Mahia Peninsula LC-1,USA,NASA,Defense/Intelligence,HEO,64863,1,1,,0,0,0,,Cold War,orbital
SL003558,2022-11-21,2022,11,H-I,Tanegashima Space Center,Japan,NASDA,IoT/Cubesat,SSO,171,19,1,,0,0,0,,Cold War,orbital
SL003559,2002-12-12,2002,12,Long March 4B,Xichang Satellite Launch,China,CASC,Technology Demonstration,SSO,1284,1,1,,0,0,0,24.7,Modern,orbital
SL003560,1993-02-27,1993,2,Ariane 1,Kourou ELS (Vega),Europe,CNES,Military Reconnaissance,LEO,770,1,1,,0,0,0,,Cold War,orbital
SL003561,2010-09-17,2010,9,Jupiter-C,SpaceX Starbase (Boca Chica),USA,Army,IoT/Cubesat,SSO,2,1,0,guidance failure,0,0,0,,Cold War,suborbital
SL003562,1992-12-22,1992,12,Rokot,Plesetsk Cosmodrome,Russia,Khrunichev,Commercial Satellite,LEO,231,1,1,,0,0,0,37.8,Post-Soviet,orbital
SL003563,2022-03-20,2022,3,Long March 7,Jiuquan Satellite Launch,China,CASC,Human Spaceflight,ISS,4016,1,1,,1,5,0,70.5,Modern,orbital
SL003564,1974-07-07,1974,7,Proton-K,Plesetsk Cosmodrome,USSR,Khrunichev,Earth Observation,SSO,4584,1,1,,0,0,0,,Cold War,orbital
SL003565,2024-03-04,2024,3,Atlas V,Wallops Flight Facility,USA,ULA,Lunar,Interplanetary,7805,1,1,,0,0,0,210.8,Modern,orbital
SL003566,2017-05-03,2017,5,Ariane 1,Guiana Space Centre ELA-3,Europe,CNES,Scientific,LEO,329,1,0,engine failure,0,0,0,,Cold War,orbital
SL003567,2020-07-12,2020,7,H-I,Uchinoura Space Center,Japan,NASDA,Commercial Satellite,GTO,916,2,1,,0,0,0,,Cold War,orbital
SL003568,1991-02-22,1991,2,Long March 1,Wenchang Space Launch,China,CASC,Rideshare,SSO,121,1,1,,0,0,0,,Cold War,orbital
SL003569,2019-07-21,2019,7,Ariane 4,Kourou ELS (Vega),Europe,Arianespace,Military Reconnaissance,GEO,907,1,1,,0,0,0,,Post-Cold War,orbital
SL003570,1981-07-14,1981,7,Cyclone-2,Kapustin Yar,USSR,Yuzhnoye,Rideshare,SSO,327,1,1,,0,0,0,,Cold War,orbital
SL003571,2014-03-22,2014,3,Scout,Cape Canaveral SLC-41,USA,LTV,IoT/Cubesat,SSO,29,1,1,,0,0,0,,Cold War,orbital
SL003572,1971-09-08,1971,9,Soyuz 11A511,Kapustin Yar,USSR,OKB-1,Communications,LEO,778,1,1,,0,0,0,,Cold War,orbital
SL003573,1981-04-03,1981,4,Titan III,Cape Canaveral SLC-41,USA,USAF,Commercial Satellite,GEO,2637,1,1,,0,0,0,,Cold War,orbital
SL003574,1988-10-10,1988,10,Soyuz-U,Plesetsk Cosmodrome,USSR,TsSKB,Scientific,SSO,2017,1,1,,0,0,0,44.4,Cold War,orbital
SL003575,1982-03-03,1982,3,Soyuz-U,Baikonur Cosmodrome,USSR,TsSKB,Space Station Module,LEO,1986,1,1,,0,0,0,32.9,Cold War,orbital
SL003576,1985-02-17,1985,2,Voskhod,Baikonur Cosmodrome,USSR,OKB-1,Weather,SSO,1213,1,1,,0,0,0,,Cold War,orbital
SL003577,2018-02-09,2018,2,Minotaur IV,SpaceX Starbase (Boca Chica),USA,Orbital ATK,Military Reconnaissance,HEO,759,1,1,,0,0,0,67.2,Modern,orbital
SL003578,1978-10-25,1978,10,Titan III,Cape Canaveral SLC-40,USA,USAF,Earth Observation,LEO,1531,1,1,,0,0,0,,Cold War,orbital
SL003579,2013-04-10,2013,4,Vega,Kourou ELS (Vega),Europe,Arianespace,Communications,GEO,272,1,1,,0,0,0,39.0,Modern,small-sat
SL003580,1967-04-03,1967,4,Sputnik (R-7),Baikonur Cosmodrome,USSR,OKB-1,Navigation/GPS,MEO,145,1,0,range safety,0,0,0,,Cold War,orbital
SL003581,2014-03-09,2014,3,Minotaur IV,Mahia Peninsula LC-1,USA,Orbital ATK,Space Station Module,ISS,329,1,1,,0,0,0,48.5,Modern,orbital
SL003582,2016-10-07,2016,10,Angara-A5,Plesetsk Cosmodrome,Russia,Khrunichev,Lunar,Interplanetary,3699,1,1,,0,0,0,94.3,Modern,orbital
SL003583,1986-04-09,1986,4,Sputnik (R-7),Kapustin Yar,USSR,OKB-1,Astronomy,GTO,38,1,1,,0,0,0,,Cold War,orbital
SL003584,2011-02-21,2011,2,Soyuz-ST,Plesetsk Cosmodrome,Russia,TsSKB,Defense/Intelligence,LEO,797,1,1,,0,0,0,57.6,Modern,orbital
SL003585,2022-10-09,2022,10,Falcon 1,Cape Canaveral SLC-40,USA,SpaceX,Rideshare,SSO,191,33,1,,0,0,0,6.8,New Space,orbital
SL003586,2016-02-03,2016,2,Ariane 4,Kourou ELS (Vega),Europe,Arianespace,IoT/Cubesat,LEO,681,1,1,,0,0,0,,Post-Cold War,orbital
SL003587,1986-04-02,1986,4,Titan II GLV,Vandenberg SFB SLC-4E,USA,USAF,Navigation/GPS,MEO,363,1,1,,0,0,0,,Cold War,orbital
SL003588,1991-02-12,1991,2,Soyuz-ST,Plesetsk Cosmodrome,Russia,TsSKB,Military Reconnaissance,LEO,3340,1,1,,0,0,0,49.8,Modern,orbital
SL003589,2015-08-06,2015,8,Pegasus XL,Wallops Flight Facility,USA,Orbital Sciences,IoT/Cubesat,SSO,36,1,1,,0,0,0,43.3,Post-Cold War,air-launch
SL003590,1980-08-24,1980,8,Vostok-K,Plesetsk Cosmodrome,USSR,OKB-1,Weather,SSO,498,1,0,guidance failure,0,0,0,,Cold War,orbital
SL003591,2017-08-01,2017,8,Kuaizhou-1A,Jiuquan Satellite Launch,China,CASIC,Earth Observation,GEO,53,1,1,,0,0,0,5.4,New Space,small-sat
SL003592,1982-12-06,1982,12,Voskhod,Kapustin Yar,USSR,OKB-1,Earth Observation,LEO,2744,1,1,,0,0,0,,Cold War,orbital
SL003593,2017-10-07,2017,10,Taurus,Mahia Peninsula LC-1,USA,Orbital Sciences,Human Spaceflight,LEO,227,1,0,engine failure,1,5,0,33.4,Post-Cold War,orbital
SL003594,1968-03-13,1968,3,Soyuz 11A511,Plesetsk Cosmodrome,USSR,OKB-1,Navigation/GPS,MEO,2332,1,0,range safety,0,0,0,,Cold War,orbital
SL003595,1965-01-05,1965,1,Vostok-K,Baikonur Cosmodrome,USSR,OKB-1,Scientific,GEO,424,1,1,,0,0,0,,Cold War,orbital
SL003596,2024-05-13,2024,5,Long March 11,Taiyuan Satellite Launch,China,CASC,Navigation/GPS,MEO,196,1,1,,0,0,0,9.7,Modern,small-sat
SL003597,2020-07-15,2020,7,LauncherOne,Wallops Flight Facility,USA,Virgin Orbit,Scientific,GTO,37,1,1,,0,0,0,14.1,New Space,air-launch
SL003598,2021-07-03,2021,7,Saturn IB,Cape Canaveral SLC-41,USA,NASA,Lunar,TLI,3188,1,1,,0,0,0,,Cold War,orbital
SL003599,2023-09-17,2023,9,Minotaur I,Wenchang Space Launch,Other,Orbital ATK,Interplanetary,Interplanetary,159,1,1,,0,0,0,37.9,Modern,orbital
SL003600,1988-07-15,1988,7,Cyclone-2,Kapustin Yar,USSR,Yuzhnoye,Earth Observation,LEO,948,1,1,,0,0,0,,Cold War,orbital
SL003601,1980-11-16,1980,11,Mu-4S,Uchinoura Space Center,Japan,ISAS,Weather,LEO,35,1,1,,0,0,0,,Cold War,orbital
SL003602,1970-07-27,1970,7,Vostok-K,Kapustin Yar,USSR,OKB-1,Navigation/GPS,MEO,1668,1,0,guidance failure,0,0,0,,Cold War,orbital
SL003603,1992-08-03,1992,8,Thor-Delta,Cape Canaveral SLC-41,USA,NASA,Rideshare,SSO,52,1,1,,0,0,0,,Cold War,orbital
